m_m2_bustrm_inc_lr_45_54, m_m2_trnbus_tot, m_m1_ferry_25_34, m_m2_busoth_75ov, m_m2_trncarasdriv_65_74, m_m1_tram_inc_lr_65_74, m_m1_taxi_tot, m_m1_carasdriv_25_34, m_m1_carasdriv_tot, m_m2_trnfer_25_34, m_m1_train_15_24, m_m1_mbikescoot_45_54, m_m1_truck_tot, m_m2_bustrm_inc_lr_25_34, m_m1_truck_35_44, m_m2_busoth_25_34, m_m1_taxi_75ov, m_m1_other_tot, m_m1_ferry_15_24, m_m2_bustrm_inc_lr_55_64, m_m2_trnoth_55_64, m_m2_trntrm_inc_lr_55_64, m_m1_wlkonly_25_34, m_m2_busoth_15_24, m_m1_bicycle_45_54, m_m2_trntrm_inc_lr_35_44, m_m1_ferry_45_54, m_m2_busfer_55_64, m_m2_trnfer_15_24, m_m1_mbikescoot_65_74, m_m1_taxi_25_34, m_m2_buscarasdriv_35_44, m_m1_mbikescoot_55_64, m_m2_trnoth_25_34, m_m1_bicycle_25_34, m_m2_busoth_45_54, m_m2_trntrm_inc_lr_65_74, m_m2_trnbus_35_44, m_m2_busoth_35_44, m_m1_tot_m1_35_44, m_m2_trncarasdriv_15_24, m_m1_tot_m1_55_64, m_m2_trnoth_65_74, m_m1_taxi_65_74, m_m1_tot_m1_65_74, m_m2_trncarasdriv_25_34, m_m1_caraspas_15_24, m_m2_train_and_tot_35_44, m_m1_truck_75ov, m_m1_tot_m1_tot, m_m1_wlkonly_75ov, m_m1_wlkonly_65_74, m_m1_carasdriv_35_44, m_m1_other_25_34, m_m2_buscaraspas_65_74, m_m2_bustrm_inc_lr_tot, m_m1_bus_15_24, m_m2_busfer_65_74, m_m2_train_and_tot_45_54, m_m2_busfer_45_54, m_m1_other_45_54, m_m1_bus_55_64, m_m1_mbikescoot_25_34, m_m2_trnbus_55_64, m_m1_ferry_65_74, m_m2_trnbus_65_74, m_m2_trnbus_45_54, m_m1_truck_65_74, m_m2_train_and_tot_tot, m_m2_trntrm_inc_lr_tot, m_m1_caraspas_35_44, m_m2_trntrm_inc_lr_75ov, m_m1_wlkonly_35_44, m_m2_train_and_tot_75ov, m_m2_trncarasdriv_45_54, m_m2_busfer_15_24, m_m1_caraspas_tot, m_m1_tram_inc_lr_35_44, m_m2_trncarasdriv_35_44, m_m2_bustrm_inc_lr_35_44, m_m1_taxi_15_24, m_m1_carasdriv_75ov, sa2_name16, m_m1_wlkonly_15_24, m_m2_buscarasdriv_65_74, m_m2_trnbus_25_34, m_m1_ferry_35_44, m_m2_trnoth_45_54, m_m1_carasdriv_65_74, m_m1_caraspas_25_34, m_m2_buscaraspas_55_64, m_m1_mbikescoot_tot, m_m2_trncaraspas_15_24, m_m1_truck_25_34, m_m1_other_75ov, m_m1_tram_inc_lr_25_34, m_m2_buscaraspas_15_24, m_m2_trnoth_15_24, m_m1_bicycle_15_24, m_m1_tot_m1_75ov, m_m1_truck_45_54, m_m1_taxi_45_54, m_m1_other_55_64, m_m1_other_65_74, m_m2_buscarasdriv_55_64, m_m1_truck_15_24, m_m1_train_35_44, m_m2_trnoth_35_44, m_m1_bus_45_54, m_m2_bustrm_inc_lr_15_24, m_m2_trntrm_inc_lr_45_54, m_m2_trnfer_45_54, m_m1_caraspas_75ov, m_m1_other_15_24, m_m1_bus_75ov, m_m1_bicycle_tot, m_m1_tram_inc_lr_45_54, m_m2_buscaraspas_75ov, m_m1_mbikescoot_15_24, m_m2_buscaraspas_25_34, m_m1_bus_65_74, m_m2_buscaraspas_35_44, m_m2_trnfer_tot, m_m2_trnoth_tot, m_m2_trncaraspas_75ov, m_m1_tram_inc_lr_75ov, m_m1_train_65_74, m_m2_trnfer_65_74, m_m1_train_45_54, m_m1_bus_25_34, m_m2_trnfer_55_64, m_m2_busfer_35_44, m_m2_trncaraspas_65_74, m_m2_bustrm_inc_lr_75ov, m_m2_trnbus_15_24, m_m1_tot_m1_25_34, m_m1_bicycle_75ov, m_m2_buscaraspas_45_54, m_m2_trntrm_inc_lr_25_34, m_m1_tram_inc_lr_tot, m_m2_trnbus_75ov, m_m1_bicycle_55_64, m_m1_taxi_35_44, m_m2_trncarasdriv_75ov, m_m2_trncaraspas_25_34, m_m2_train_and_tot_15_24, m_m1_bicycle_35_44, m_m2_train_and_tot_25_34, m_m1_tot_m1_45_54, m_m2_trnfer_35_44, m_m2_buscarasdriv_25_34, m_m2_train_and_tot_55_64, m_m1_train_55_64, m_m1_bus_tot, m_m1_wlkonly_55_64, m_m2_busoth_tot, m_m2_busoth_65_74, m_m1_taxi_55_64, m_m2_trnoth_75ov, m_m2_buscarasdriv_tot, m_m1_mbikescoot_75ov, m_m1_tram_inc_lr_15_24, m_m2_bustrm_inc_lr_65_74, m_m1_ferry_55_64, m_m1_caraspas_45_54, m_m1_mbikescoot_35_44, m_m2_buscarasdriv_45_54, m_m1_tram_inc_lr_55_64, m_m1_caraspas_55_64, m_m1_wlkonly_45_54, m_m2_buscarasdriv_75ov, m_m1_bus_35_44, m_m2_busfer_25_34, m_m1_train_tot, m_m2_buscarasdriv_15_24, m_m2_buscaraspas_tot, m_m2_trntrm_inc_lr_15_24, m_m1_carasdriv_55_64, m_m1_bicycle_65_74, m_m1_ferry_tot, m_m2_trncaraspas_35_44, m_m1_carasdriv_15_24, m_m2_busoth_55_64, sa2_main16, m_m2_busfer_75ov, m_m1_other_35_44, m_m2_trncarasdriv_tot, m_m2_trncaraspas_45_54, m_m2_trncarasdriv_55_64, m_m1_caraspas_65_74, m_m2_train_and_tot_65_74, m_m1_train_25_34, m_m2_trnfer_75ov, m_m1_carasdriv_45_54, m_m2_trncaraspas_55_64, m_m1_ferry_75ov, m_m2_trncaraspas_tot, m_m1_tot_m1_15_24, m_m1_truck_55_64, m_m2_busfer_tot, m_m1_wlkonly_tot, m_m1_train_75ov
0,4,0,0,0,0,0,93,423,0,3,0,13,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,86,0,0,18,0,13,0,0,490,0,0,103,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,24,0,0,0,0,0,"Ashcroft - Busby - Miller",0,0,3,0,0,14,4,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,107,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,5,0,0,0,78,0,0,0,38,0,"127011504",0,0,3,0,0,0,0,0,0,101,0,0,0,60,0,0,7,0
0,0,0,0,0,0,0,242,1184,0,0,4,156,0,46,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,238,0,0,80,0,36,0,0,1524,3,10,261,3,0,0,0,0,0,0,6,0,0,0,0,0,0,7,6,0,9,0,14,0,0,0,72,0,0,0,0,3,"Austral - Greendale",9,0,0,0,0,58,16,0,9,0,23,0,0,0,0,0,5,47,0,3,0,0,8,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,3,0,0,340,0,0,3,0,5,14,0,0,0,0,0,0,0,0,0,4,0,0,0,5,13,0,3,0,4,0,0,0,185,0,0,0,162,0,"127011505",0,0,3,0,3,3,0,0,0,266,0,0,0,216,26,0,73,0
0,3,0,0,0,0,6,445,1687,0,0,3,131,0,35,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,268,0,0,55,0,64,0,0,2039,5,4,360,5,0,0,8,0,0,0,4,0,6,0,0,0,0,7,3,0,9,0,11,0,0,0,114,0,0,0,0,3,"Cobbitty - Leppington",9,0,3,0,0,48,33,0,12,0,26,0,0,0,0,0,12,39,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,3,434,0,0,0,0,5,16,0,0,0,0,3,0,0,0,0,6,3,0,0,5,11,0,0,0,17,0,0,0,226,0,0,0,240,0,"127011506",0,0,0,0,0,4,0,7,0,364,0,0,0,328,19,0,49,0
0,11,0,0,0,0,5,218,784,0,18,0,20,0,3,4,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,119,0,0,38,0,32,0,0,1007,0,0,180,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,20,0,7,0,13,0,0,0,52,0,0,0,0,4,"Wentworthville - Westmead",7,0,3,0,0,34,9,0,7,0,7,0,0,0,0,0,10,5,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,4,273,0,0,0,0,0,0,0,0,0,8,0,5,179,0,0,0,4,17,4,3,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,63,0,0,0,103,0,0,0,92,0,"125041589",0,0,6,0,0,0,0,22,0,154,0,0,0,169,4,0,46,0
0,37,0,0,0,0,3,276,1282,0,26,0,22,0,5,0,0,8,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,375,8,271,0,0,84,4,32,20,0,1718,0,4,289,0,0,0,14,0,15,0,0,0,5,3,0,0,10,4,85,0,14,0,10,0,8,0,67,0,11,0,0,7,"Epping - North Epping",33,0,10,0,0,65,16,0,13,4,7,0,0,0,0,3,14,3,0,4,0,0,0,41,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,4,0,28,7,0,0,0,0,4,400,0,0,0,0,0,3,0,0,3,20,3,13,328,0,0,11,22,25,19,0,0,0,0,4,0,0,0,0,3,3,3,0,4,7,0,6,0,199,3,0,0,215,0,0,4,143,0,"126011495",0,4,34,0,4,0,3,74,0,275,0,0,9,246,0,0,93,0
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Badgerys Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127011592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,0,0,0,0,4,1298,5217,0,67,5,56,0,15,0,0,19,0,0,3,0,70,0,4,0,0,0,0,3,0,0,3,4,11,0,0,15,0,1472,5,966,0,0,214,16,119,34,0,6411,0,3,1247,8,0,0,47,0,27,0,3,18,12,10,0,3,17,0,172,0,21,0,62,3,3,0,241,0,15,0,0,36,"Liverpool",39,0,26,0,4,187,48,0,37,3,17,0,0,11,0,0,41,13,3,0,0,0,0,84,0,9,0,0,0,0,3,0,32,0,0,3,0,5,0,0,13,0,0,8,0,84,29,0,0,0,0,24,1654,0,0,0,0,3,3,0,0,3,32,7,41,1222,0,0,29,53,117,34,0,0,0,0,5,0,0,0,0,24,7,4,0,20,32,0,6,0,446,0,7,0,826,0,0,0,578,0,"127031598",0,6,51,0,10,5,4,154,0,1042,0,0,9,852,11,0,241,0
0,5,0,0,0,0,0,34,167,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,40,0,0,6,0,3,0,0,205,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,3,"Putney",0,0,0,0,0,4,3,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,5,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,35,0,0,0,26,0,"126021590",0,0,0,0,0,0,0,0,0,35,0,0,0,28,0,0,4,0
0,0,0,0,0,0,4,59,245,0,0,0,23,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,38,0,0,10,0,9,0,0,290,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,"Cecil Hills",3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,48,0,"127011593",0,0,0,0,0,0,0,0,0,49,0,0,0,63,3,0,3,0
0,3,0,0,0,0,0,106,451,0,0,0,31,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,139,0,83,0,0,12,0,23,0,0,560,0,0,117,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,40,0,0,0,0,0,"West Hoxton - Middleton Grange",3,0,0,0,0,10,8,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,3,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,4,0,3,0,64,0,0,0,59,0,"127011597",0,0,0,0,0,0,0,3,0,98,0,0,0,82,3,0,12,0
0,3,0,0,0,0,3,73,349,0,0,0,24,0,7,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,54,0,0,18,0,8,0,0,427,0,0,78,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,7,0,3,0,0,0,23,0,0,0,0,0,"Lurnea - Cartwright",0,0,0,0,0,13,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,45,0,0,0,56,0,"127031599",0,3,0,0,0,0,0,3,0,81,0,0,0,73,3,0,15,0
0,56,0,0,0,0,14,1114,4853,0,9,8,192,0,53,0,0,21,0,0,0,0,5,0,3,0,0,0,0,0,3,0,10,0,5,0,0,11,0,1319,0,763,0,0,170,4,171,8,0,5628,0,0,1173,6,0,0,24,0,11,0,5,3,4,0,0,0,4,9,73,0,45,0,5,0,3,0,347,0,0,0,0,21,"Prestons - Edmondson Park",21,0,26,0,0,148,73,0,34,3,39,0,0,3,0,7,20,48,3,0,0,0,16,6,0,9,0,0,0,0,0,0,25,0,0,10,0,0,3,0,3,0,0,0,0,3,17,0,0,0,0,11,1280,0,0,0,0,0,0,0,0,0,10,4,29,1228,0,0,0,0,69,3,0,0,4,0,6,0,0,0,0,38,3,0,0,21,5,0,15,0,39,0,3,0,702,0,0,0,597,0,"127031600",0,8,10,0,0,4,0,17,0,1100,0,0,4,855,26,0,38,0
0,3,0,0,0,0,3,113,393,0,0,0,20,0,4,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,97,0,60,0,0,7,0,14,0,0,486,0,0,86,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,24,0,0,0,0,0,"Green Valley",10,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,49,0,0,0,56,0,"127011594",0,0,0,0,0,0,0,0,0,82,0,0,0,87,0,0,20,0
0,3,0,0,0,0,0,64,313,0,0,0,20,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,63,0,64,0,0,23,0,19,3,0,381,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,0,0,0,"Edensor Park",5,0,0,0,0,19,3,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,0,0,0,53,0,"127021514",0,0,0,0,0,0,0,3,0,70,0,0,0,80,5,0,9,0
0,29,0,0,0,0,6,373,1706,0,23,0,31,0,3,0,0,7,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,438,3,323,0,0,104,6,59,5,0,2084,0,0,390,3,0,0,13,0,13,0,3,9,0,7,0,0,9,0,61,0,16,0,9,0,7,0,131,0,0,0,3,10,"Fairfield",11,0,7,0,0,87,29,0,7,4,3,0,0,0,0,3,10,8,0,0,0,0,7,9,0,7,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,0,0,0,15,6,0,0,0,0,10,462,0,0,0,0,0,0,0,0,0,17,0,19,421,0,0,8,16,32,10,0,0,0,0,0,0,0,0,0,11,3,0,0,18,15,0,3,0,105,0,0,0,270,0,0,0,207,0,"127021515",0,0,16,0,4,3,0,41,0,366,0,0,3,323,6,0,52,0
0,5,0,0,0,0,3,124,579,0,3,0,40,0,14,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,148,0,126,0,0,17,0,9,0,0,694,0,0,126,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,28,0,0,0,0,4,"Fairfield - West",7,0,3,0,0,16,11,0,4,0,14,0,0,0,0,0,4,10,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,159,0,0,0,0,0,0,0,0,0,3,0,3,146,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,7,0,0,0,115,0,0,0,59,0,"127021516",0,3,0,0,0,0,0,0,0,128,0,0,0,84,0,0,17,0
0,16,0,0,0,0,0,401,1687,0,22,5,36,0,15,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,422,0,299,0,0,55,0,53,3,0,1970,0,0,374,3,0,0,7,0,3,0,0,0,4,0,0,0,0,0,26,0,6,0,7,0,0,0,98,0,0,0,0,3,"Warwick Farm",12,0,7,0,0,50,16,0,13,0,6,0,0,0,0,3,6,8,0,0,0,0,0,11,0,3,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,459,0,0,0,0,0,0,0,0,3,13,4,10,418,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,14,3,0,0,9,5,0,6,0,64,0,0,0,280,0,0,0,213,0,"127031601",0,0,8,0,0,0,0,25,0,368,0,0,3,310,6,0,38,0
0,3,0,0,0,0,0,125,531,0,0,0,23,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,96,0,0,11,0,8,0,0,587,0,0,136,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,3,"Hinchinbrook",0,0,0,0,0,9,8,0,3,0,3,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,3,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,50,0,"127011595",0,0,0,0,0,0,0,0,0,120,0,0,0,54,3,0,3,0
0,4,0,0,0,0,5,143,633,0,4,3,15,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,93,0,0,14,0,54,3,0,764,0,3,143,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,9,0,7,0,0,0,0,0,75,0,0,0,0,0,"Hoxton Park - Carnes Hill - Horningsea Park",7,0,0,0,0,7,5,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,0,0,0,80,0,0,0,125,0,"127011596",0,0,0,0,0,0,0,0,0,130,0,0,0,199,0,0,13,0
0,9,0,0,0,0,0,152,635,0,0,0,22,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,138,0,116,0,0,27,0,36,4,0,764,0,0,122,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,57,0,0,0,0,3,"Bonnyrigg Heights - Bonnyrigg",9,0,0,0,0,24,10,0,4,0,3,0,0,4,0,0,3,10,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,169,0,0,0,0,0,0,0,0,0,6,0,0,157,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,5,0,102,0,0,0,95,0,"127021509",0,0,0,0,0,0,0,0,0,137,0,0,0,148,6,0,14,0
0,7,0,0,0,0,0,129,568,0,0,0,44,0,14,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,111,0,0,34,3,21,0,0,699,0,0,112,0,0,0,3,0,4,0,4,0,0,0,0,0,3,3,15,0,3,0,0,0,0,0,41,0,0,0,0,3,"Bossley Park - Abbotsbury",5,0,4,0,0,30,9,0,3,0,3,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,159,0,0,0,0,0,0,0,0,0,4,0,3,148,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,97,0,0,0,72,0,"127021510",0,3,4,0,0,0,0,4,0,124,0,0,0,98,8,0,16,0
0,21,0,0,0,0,4,507,2428,0,18,3,64,0,19,0,0,20,0,0,0,0,37,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,657,0,552,0,0,98,0,59,3,0,3018,0,8,546,7,0,0,12,0,4,0,3,12,0,0,0,0,4,0,34,0,25,0,29,0,0,0,185,0,0,0,0,13,"Cabramatta - Lansvale",18,0,6,0,0,82,32,0,10,7,7,0,0,0,0,5,21,20,3,4,0,0,0,23,0,6,0,0,0,0,0,0,14,0,0,3,0,0,0,0,3,0,0,0,0,15,8,0,0,0,0,4,637,0,0,0,0,0,0,0,0,3,11,6,9,727,0,0,3,11,31,26,0,0,0,0,0,0,0,0,0,36,0,0,0,16,41,0,3,0,105,0,0,0,468,0,0,0,221,0,"127021511",0,0,0,0,0,9,0,31,0,590,0,0,12,338,10,0,158,0
0,8,0,0,0,0,3,150,728,0,16,0,26,0,3,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,138,0,0,46,0,25,0,0,903,0,4,147,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,39,0,0,0,0,0,"Gymea - Grays Point",13,0,0,0,0,39,8,0,3,0,4,0,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,3,3,4,164,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,50,0,0,0,115,0,0,0,124,0,"128011529",0,3,5,0,0,0,0,16,0,147,0,0,0,201,10,0,33,0
0,48,0,0,0,0,0,666,2848,0,138,3,52,0,13,0,0,19,0,0,0,0,39,0,4,0,0,0,0,0,0,0,4,0,3,0,0,6,0,734,9,450,0,0,144,0,89,8,3,3647,0,5,622,4,0,0,20,0,0,0,3,5,6,0,0,3,0,3,78,0,16,0,24,0,0,0,156,0,0,0,0,15,"Miranda - Yowie Bay",37,0,17,0,0,124,24,0,22,3,13,0,0,3,0,3,24,13,0,0,3,0,5,36,0,3,0,0,0,0,3,0,27,0,0,4,0,3,0,0,0,0,0,6,0,15,17,0,0,0,0,25,894,0,0,0,0,0,8,3,0,5,40,6,25,597,0,0,0,11,52,15,0,0,0,0,0,0,0,0,0,7,3,0,0,12,19,0,6,0,327,0,3,0,391,0,0,0,499,0,"128011530",0,4,19,0,0,3,3,115,0,524,0,0,8,810,8,0,143,0
0,4,0,0,0,0,16,963,4603,0,3,10,22,0,3,0,0,18,0,0,0,0,73,0,25,0,0,0,0,0,7,0,9,0,16,0,0,3,0,1180,0,906,0,0,219,4,191,6,0,5520,0,11,1039,0,0,0,25,0,3,0,4,0,8,0,0,0,0,3,20,0,18,0,61,0,3,0,303,0,0,0,8,29,"Ballarat",62,0,0,0,0,189,40,0,33,0,3,0,0,3,0,14,30,7,0,3,3,0,0,4,0,6,0,0,0,0,0,0,111,0,0,6,4,0,0,0,4,0,0,0,0,3,10,0,0,0,0,0,1133,0,0,0,0,0,30,3,0,0,3,29,8,1146,0,0,0,5,55,63,0,0,0,0,0,0,0,0,0,21,6,0,0,25,52,0,7,0,25,0,3,0,771,4,0,0,600,0,"201011002",0,6,9,0,0,5,0,6,0,1016,0,0,0,908,3,0,333,0
9,85,3,0,4,8,21,780,3167,0,80,7,8,5,3,0,0,39,0,8,5,25,195,0,77,97,6,0,0,3,3,6,11,3,119,0,6,25,0,1579,7,612,0,0,142,39,16,183,0,5592,3,13,914,12,0,32,12,0,94,0,9,9,25,9,0,0,14,0,562,309,36,0,98,0,22,0,122,131,41,7,0,13,"South Yarra - West",27,0,23,0,11,98,37,0,60,0,0,3,264,0,3,16,27,0,3,3,0,0,0,224,15,10,3,47,0,0,0,0,371,57,0,0,0,4,0,0,27,0,4,12,0,119,26,0,0,0,0,8,1706,0,0,109,556,0,30,4,0,3,46,126,177,1173,0,0,50,53,86,50,0,0,3,0,3,0,45,0,0,21,17,0,39,6,51,0,16,0,718,0,0,20,404,0,7,6,150,0,"206041125",0,14,123,0,11,3,6,235,0,807,0,0,8,356,0,0,430,0
