f_m1_other_55_64, f_m1_bicycle_tot, f_m1_carasdriv_tot, m_m2_bustot_25_34, f_m1_tot_m1_45_54, m_mt_ns_tot, m_m2_other_m2_tot, f_m1_caraspas_25_34, f_m1_carasdriv_15_24, f_m1_bus_65_74, m_m3_trn_and_2_oth_ms_55_64, m_m3_bus2othms_ex_tn_75ov, m_m3_tot_m3_35_44, m_tot_55_64, f_m1_caraspas_15_24, m_wkd_at_home_65_74, f_m1_bicycle_35_44, f_m1_carasdriv_25_34, f_m1_wlkonly_25_34, f_m1_tram_inc_lr_75ov, f_m1_taxi_75ov, f_m2_trnbus_45_54, f_m1_bus_25_34, m_m3_other_m3_tot, f_m1_mbikescoot_55_64, m_did_not_go_to_work_65_74, m_m2_tot_m2_25_34, m_m3_bus2othms_ex_tn_tot, f_m1_carasdriv_75ov, m_m2_other_m2_75ov, f_m1_tram_inc_lr_tot, f_m2_trnbus_65_74, m_m2_bustot_45_54, m_wkd_at_home_75ov, f_m1_train_65_74, f_m2_trnbus_55_64, f_m1_bicycle_25_34, m_m3_trn_and_2_oth_ms_45_54, m_tot_65_74, m_m2_bustot_75ov, f_m1_wlkonly_45_54, f_m1_mbikescoot_75ov, m_did_not_go_to_work_15_24, f_m1_ferry_15_24, f_m1_other_65_74, f_m1_mbikescoot_25_34, m_did_not_go_to_work_35_44, m_m2_other_m2_35_44, f_m2_trnbus_35_44, m_m3_other_m3_65_74, m_tot_tot, f_m1_other_15_24, f_m1_mbikescoot_65_74, m_tot_75ov, m_m3_tot_m3_25_34, f_m1_tram_inc_lr_35_44, m_m2_tot_m2_75ov, m_m3_other_m3_75ov, f_m1_bicycle_15_24, m_m3_bus2othms_ex_tn_45_54, f_m1_carasdriv_65_74, m_m3_trn_and_2_oth_ms_75ov, m_wkd_at_home_tot, f_m1_other_75ov, m_m2_tot_m2_45_54, f_m1_carasdriv_45_54, f_m1_ferry_75ov, m_m3_other_m3_25_34, f_m1_truck_35_44, m_m3_bus2othms_ex_tn_15_24, m_did_not_go_to_work_tot, m_m2_other_m2_25_34, f_m1_wlkonly_15_24, f_m1_mbikescoot_35_44, f_m1_tot_m1_35_44, m_m3_tot_m3_tot, m_m2_bustot_tot, f_m1_tram_inc_lr_65_74, f_m1_other_25_34, m_m3_other_m3_45_54, f_m1_taxi_15_24, f_m1_truck_15_24, sa2_name16, m_mt_ns_25_34, m_m3_bus2othms_ex_tn_55_64, f_m1_bicycle_75ov, m_wkd_at_home_35_44, f_m1_truck_tot, m_tot_15_24, m_wkd_at_home_55_64, m_m2_tot_m2_35_44, m_m3_tot_m3_15_24, f_m1_truck_25_34, m_m3_other_m3_55_64, f_m1_other_45_54, f_m1_ferry_tot, m_wkd_at_home_15_24, m_did_not_go_to_work_25_34, m_m3_bus2othms_ex_tn_65_74, m_mt_ns_35_44, f_m1_caraspas_35_44, f_m1_taxi_55_64, m_m2_tot_m2_55_64, f_m1_tot_m1_65_74, f_m1_other_35_44, f_m1_bicycle_65_74, f_m1_ferry_65_74, f_m1_wlkonly_75ov, m_m2_other_m2_15_24, m_m2_tot_m2_15_24, f_m1_bus_45_54, f_m1_tram_inc_lr_55_64, m_did_not_go_to_work_75ov, m_mt_ns_75ov, f_m1_taxi_25_34, f_m1_bicycle_55_64, f_m1_caraspas_tot, f_m1_ferry_45_54, f_m1_train_45_54, f_m1_carasdriv_35_44, f_m1_train_75ov, f_m2_trnbus_15_24, f_m1_carasdriv_55_64, m_m2_bustot_35_44, f_m1_tram_inc_lr_25_34, f_m1_taxi_tot, m_tot_25_34, m_m3_tot_m3_75ov, f_m1_taxi_35_44, m_m3_other_m3_35_44, f_m1_tot_m1_tot, f_m1_truck_65_74, f_m1_bicycle_45_54, f_m1_tram_inc_lr_15_24, m_wkd_at_home_25_34, f_m1_train_25_34, f_m1_bus_35_44, f_m1_train_15_24, f_m1_other_tot, f_m1_bus_55_64, f_m2_trnbus_tot, m_m3_tot_m3_65_74, f_m1_caraspas_75ov, m_mt_ns_55_64, f_m1_truck_45_54, f_m2_trnbus_75ov, m_m2_tot_m2_tot, f_m1_taxi_65_74, f_m1_ferry_35_44, f_m1_caraspas_65_74, f_m1_tot_m1_55_64, f_m1_tot_m1_25_34, f_m1_mbikescoot_45_54, m_did_not_go_to_work_55_64, m_m2_bustot_55_64, m_m3_trn_and_2_oth_ms_15_24, m_mt_ns_45_54, f_m1_train_tot, m_m2_other_m2_55_64, f_m1_tram_inc_lr_45_54, m_m3_tot_m3_45_54, f_m1_bus_tot, f_m1_wlkonly_tot, m_tot_45_54, f_m1_bus_75ov, f_m1_wlkonly_55_64, f_m1_train_35_44, f_m1_wlkonly_65_74, m_m2_bustot_15_24, sa2_main16, m_m3_bus2othms_ex_tn_35_44, f_m1_truck_55_64, m_m2_other_m2_65_74, m_m3_trn_and_2_oth_ms_25_34, m_m3_trn_and_2_oth_ms_tot, m_m3_other_m3_15_24, f_m1_tot_m1_75ov, f_m1_caraspas_55_64, m_did_not_go_to_work_45_54, m_m2_other_m2_45_54, f_m1_wlkonly_35_44, m_m2_tot_m2_65_74, m_mt_ns_15_24, f_m1_tot_m1_15_24, f_m1_taxi_45_54, f_m1_caraspas_45_54, f_m2_trnbus_25_34, f_m1_bus_15_24, m_m3_trn_and_2_oth_ms_35_44, m_mt_ns_65_74, f_m1_train_55_64, m_m3_tot_m3_55_64, m_tot_35_44, m_m3_bus2othms_ex_tn_25_34, m_m2_bustot_65_74, f_m1_ferry_55_64, m_m3_trn_and_2_oth_ms_65_74, f_m1_ferry_25_34, f_m1_truck_75ov, f_m1_mbikescoot_15_24, f_m1_mbikescoot_tot, m_wkd_at_home_45_54
0,0,314,0,102,6,7,12,56,0,0,0,0,126,35,5,0,51,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,38,0,8,0,22,0,0,0,3,0,0,0,681,0,0,7,0,0,0,0,0,0,11,0,74,0,5,87,0,0,0,0,49,3,3,0,73,0,0,0,0,0,0,0,"Glass House Mountains",3,0,0,13,0,151,16,3,0,0,0,0,0,4,3,0,0,3,0,0,11,0,0,0,0,4,3,0,0,0,0,0,0,61,0,0,64,0,0,41,0,0,0,99,0,0,0,411,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,52,72,0,9,0,0,0,0,0,0,0,0,29,157,0,7,0,3,0,"316061441",0,0,0,0,0,0,0,7,9,0,3,0,5,94,0,4,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,25
0,0,664,0,189,8,3,7,65,0,0,0,0,84,9,5,0,121,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,11,0,0,0,4,0,0,0,409,0,0,3,0,0,0,0,0,0,20,0,36,0,0,172,0,0,0,0,43,0,5,0,175,3,0,0,0,0,0,0,"Bray Park",3,0,0,9,0,64,7,0,3,0,0,3,0,0,4,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,167,0,3,124,0,0,0,78,0,0,0,732,0,0,0,6,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,134,134,0,16,0,3,0,4,0,0,0,5,26,75,0,4,0,0,0,"314031391",0,0,0,0,3,0,0,8,6,0,4,0,3,85,0,3,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3
0,3,968,0,236,17,10,16,128,0,0,0,0,184,26,0,0,209,0,0,0,0,4,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,52,0,0,0,18,0,0,0,15,0,0,0,1534,0,0,3,4,0,0,0,0,0,26,0,30,0,0,225,0,0,0,0,87,3,6,0,273,4,0,0,0,0,0,0,"Lawnton",5,0,0,10,0,279,7,4,0,0,0,0,0,0,16,0,3,10,0,0,29,0,0,0,0,3,12,0,0,0,0,0,0,79,0,0,256,0,0,122,0,0,0,359,0,0,0,1092,0,0,0,6,9,0,6,4,3,0,0,0,0,0,0,23,0,0,4,144,242,0,12,0,0,0,12,0,0,0,9,16,308,0,3,0,0,0,"314031392",0,0,0,4,4,0,3,14,24,0,4,0,7,170,0,5,0,4,0,0,0,0,345,0,0,0,0,0,0,0,0,12
0,3,657,0,201,11,3,8,74,0,0,0,0,141,14,4,0,97,7,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,15,0,0,0,13,0,0,0,793,0,0,0,0,0,0,0,0,0,8,0,42,0,3,190,0,0,0,0,69,0,6,0,199,0,0,0,0,0,0,0,"Petrie",3,0,0,12,0,121,16,0,0,0,0,3,0,0,8,0,0,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,31,0,0,190,0,0,99,0,0,0,143,0,0,0,726,0,0,0,4,6,0,0,4,0,0,0,0,0,0,0,13,0,0,0,116,116,0,14,0,0,3,11,0,0,0,0,24,182,0,3,0,0,0,"314031393",0,0,0,0,0,0,0,4,20,0,3,0,3,88,0,8,0,0,0,0,0,0,184,0,0,0,0,0,0,0,3,10
4,8,4210,3,1162,70,53,46,573,0,0,0,3,1293,150,9,7,852,8,0,0,4,9,3,0,18,29,5,4,0,0,0,3,4,0,0,3,3,276,0,10,0,148,0,0,0,94,10,3,0,8815,0,0,19,4,0,0,0,0,0,80,0,96,0,24,1057,0,0,0,3,506,13,16,5,1136,20,9,0,3,0,4,0,"Strathpine - Brendale",14,0,0,21,0,1449,24,22,6,0,0,4,0,3,82,0,6,48,0,11,96,3,0,0,0,10,33,13,0,0,0,0,3,356,0,13,1051,0,10,581,0,0,6,2009,0,0,0,4809,0,0,0,15,28,9,23,13,7,21,0,3,13,0,0,126,0,0,17,646,964,0,85,0,4,7,82,3,0,6,65,54,1808,0,7,4,0,0,"314031394",0,0,0,3,8,0,8,39,69,14,6,4,18,807,4,55,6,31,3,7,6,0,1958,0,0,0,0,0,0,0,10,16
0,3,12,0,25,6,0,0,0,0,0,0,0,28,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,3,0,0,0,173,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,15,0,8,0,29,0,0,0,0,0,0,0,"Aurukun",0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,37,0,0,0,103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,87,39,0,11,0,0,0,"315011395",0,0,0,0,0,0,0,0,3,0,18,0,3,12,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
0,11,778,0,262,30,28,28,65,0,0,0,3,375,24,13,0,173,68,0,0,0,15,5,3,6,9,0,4,0,0,0,0,3,0,0,6,0,84,0,46,0,23,0,0,0,63,9,0,0,2362,3,0,13,3,0,0,0,0,0,27,0,62,0,8,190,0,0,0,0,232,6,48,0,264,7,9,0,3,0,0,0,"Cape York",10,0,0,11,7,259,17,11,0,0,0,5,0,3,41,0,5,27,0,4,42,5,0,0,0,0,0,0,0,0,0,0,0,120,0,0,182,0,0,130,4,0,0,518,0,0,3,1243,0,0,0,7,0,4,0,21,0,0,0,0,4,0,0,31,0,0,4,212,300,0,37,0,0,4,0,3,0,0,31,287,546,0,56,0,12,0,"315011396",0,0,0,0,0,0,8,22,58,6,47,0,7,160,0,17,0,12,0,0,0,0,562,0,0,0,0,0,0,0,3,14
0,13,372,0,128,7,3,8,47,0,0,0,0,69,18,0,3,97,13,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,11,0,16,0,10,0,0,0,5,0,0,0,507,0,0,0,0,0,0,0,0,3,3,0,3,0,3,104,0,0,0,0,40,0,5,0,109,4,0,0,0,0,0,0,"Weipa",0,0,0,0,0,73,0,0,0,0,0,0,0,0,12,0,0,4,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,82,0,0,42,0,0,0,137,0,0,0,488,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,51,121,0,3,0,0,0,0,0,0,4,5,62,114,0,6,0,0,0,"315011403",0,0,0,0,0,0,3,4,6,3,21,0,0,66,0,10,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,3
6,30,2748,0,740,59,39,60,391,0,0,0,3,585,141,6,6,773,58,0,0,0,0,3,0,18,18,0,3,0,0,0,0,3,0,0,5,0,150,0,47,0,55,0,0,0,94,5,0,0,4601,0,0,13,0,0,0,0,3,0,53,0,41,0,5,615,0,0,0,0,416,18,36,0,716,7,0,0,7,0,9,0,"Mount Isa",4,0,0,3,5,673,8,7,0,0,0,3,0,0,97,0,14,46,10,0,73,5,0,0,0,9,12,0,0,0,0,5,3,337,0,0,620,0,0,292,0,0,37,1235,0,11,3,3382,0,7,0,9,0,0,0,22,0,0,0,0,18,0,0,46,3,0,8,359,912,0,58,0,0,6,5,0,0,0,3,193,940,0,20,3,3,0,"315021405",0,3,3,0,0,0,3,27,98,4,26,3,13,587,10,52,0,0,0,3,0,0,998,0,0,0,0,0,0,0,6,6
3,11,2714,0,815,16,13,29,337,0,0,0,0,377,72,16,6,521,24,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,103,0,16,0,49,0,0,0,15,5,0,0,1962,0,0,10,0,0,0,0,3,0,68,0,105,0,0,747,0,0,0,0,153,3,28,0,676,0,0,0,0,0,4,0,"Toowoomba - East",3,0,0,21,0,293,19,10,0,0,0,0,0,3,20,0,3,24,0,3,77,3,0,0,0,0,0,0,0,0,0,3,0,204,0,0,628,0,0,410,0,0,12,359,0,3,0,3057,0,8,0,14,0,3,0,13,0,0,0,0,4,0,0,13,0,0,8,457,577,3,32,0,0,0,0,3,0,0,4,105,425,0,16,0,4,0,"317011457",0,0,0,0,0,0,3,28,26,0,15,0,3,447,0,41,0,0,0,0,0,0,399,0,0,0,0,0,0,0,3,25
0,0,461,0,103,0,9,6,88,0,0,0,0,31,19,5,0,95,5,0,0,0,8,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,32,0,0,0,3,0,0,0,439,0,0,3,0,0,0,0,0,0,12,0,16,0,3,91,0,0,0,0,48,3,3,0,132,0,3,0,0,0,0,0,"Holt",0,0,0,3,0,146,3,0,0,0,0,0,0,0,4,0,0,7,0,0,18,0,0,0,0,3,9,3,0,0,0,0,0,47,0,0,116,0,0,57,0,0,0,101,0,0,0,552,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,9,0,0,3,68,108,0,0,0,0,0,0,0,0,0,21,18,66,0,0,0,0,5,"801011015",0,0,0,0,0,0,0,3,3,3,3,0,0,125,0,5,0,3,0,0,0,0,75,0,0,0,0,0,0,0,0,0
0,0,136,0,49,6,3,0,15,0,0,0,0,99,9,24,0,18,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,65,0,3,0,5,0,0,0,5,0,0,0,529,0,0,19,0,0,0,0,0,0,5,0,113,0,0,43,0,0,0,0,30,0,0,0,38,0,3,0,0,0,0,0,"Burnie - Ulverstone Region",3,0,0,20,0,59,27,3,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,29,0,0,30,0,0,0,66,0,0,0,186,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,34,24,0,8,0,0,3,0,0,0,0,0,20,125,0,3,0,0,0,"604011076",0,0,0,0,0,0,3,3,8,0,0,0,0,27,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,3,22
0,4,2079,0,604,22,21,31,322,0,0,0,0,456,114,8,3,375,11,0,0,0,3,0,0,14,10,0,4,0,0,0,0,0,0,0,0,0,111,0,12,0,75,0,0,0,37,3,0,0,2805,0,0,12,0,0,0,0,0,0,37,0,26,0,4,540,0,0,0,0,259,8,18,0,520,0,3,0,0,0,8,0,"Burnie - Wivenhoe",4,0,0,3,0,500,5,3,0,0,0,0,0,0,35,0,0,28,0,4,39,0,0,0,0,4,9,7,0,0,0,3,0,252,0,0,475,0,0,327,0,0,14,516,0,0,0,2449,0,0,0,10,0,0,0,3,3,0,0,0,3,0,0,30,0,0,0,379,431,0,41,0,0,5,0,3,0,0,30,62,675,0,12,0,0,0,"604011077",0,0,0,0,0,0,8,30,45,4,4,0,8,471,0,39,0,6,0,0,0,0,535,0,0,0,0,0,0,0,3,7
3,7,2632,0,829,44,42,23,298,0,0,0,0,887,56,37,0,443,3,0,0,0,4,3,0,30,16,0,6,0,0,0,0,3,0,0,0,0,238,0,14,0,57,0,0,0,46,11,0,0,5354,0,0,14,0,0,0,0,0,0,75,0,218,0,11,768,0,0,0,0,279,11,17,0,607,0,0,0,0,0,0,0,"Buderim - North",8,0,0,33,0,745,61,13,0,0,0,3,0,4,38,0,7,20,0,5,88,0,0,0,0,10,10,3,0,3,0,0,0,167,0,0,576,0,0,474,0,0,0,1032,0,0,3,2895,0,3,0,17,0,0,0,12,3,0,0,0,5,0,0,53,0,0,7,511,474,3,49,0,0,17,0,5,0,0,27,40,1283,0,5,0,0,0,"316011413",0,0,0,0,0,0,4,23,56,6,4,0,5,381,0,36,0,12,0,0,0,0,1153,0,0,0,0,0,0,0,3,56
0,0,1074,4,276,34,31,6,157,0,0,0,0,590,34,16,0,219,0,0,0,0,0,3,0,22,10,3,0,0,0,0,0,8,0,0,0,0,157,0,9,0,34,0,0,0,53,8,0,0,3560,0,0,18,0,0,0,0,0,0,21,0,105,0,12,252,0,0,0,3,244,11,10,0,258,7,3,0,0,3,0,0,"Toowoomba - West",4,0,0,22,0,475,26,9,3,0,0,3,0,0,59,0,4,15,0,3,32,0,0,0,0,5,5,0,0,0,0,0,0,78,0,0,235,0,0,191,0,0,0,797,0,0,0,1192,0,0,0,13,0,0,0,7,0,0,0,0,3,0,0,42,0,0,9,202,230,0,42,0,0,8,0,3,0,3,3,29,770,0,6,0,3,0,"317011458",0,0,0,0,0,0,0,11,32,12,7,0,5,196,0,9,0,0,0,4,0,0,759,0,0,0,0,0,0,0,0,23
4,8,1566,0,495,21,7,12,169,0,0,0,0,300,41,30,0,259,6,0,0,0,0,0,0,10,4,0,0,0,0,0,0,3,0,0,0,0,93,0,11,0,32,0,0,0,16,0,0,0,1623,0,0,13,0,0,0,0,0,0,43,0,232,0,0,460,0,0,0,0,115,0,17,0,398,0,0,0,0,0,0,0,"Buderim - South",0,0,0,37,0,236,56,0,0,0,0,4,0,9,18,0,3,14,0,0,52,7,0,0,0,3,4,0,0,0,3,5,4,102,0,0,371,0,0,265,0,0,6,232,0,0,0,1758,0,3,0,11,0,0,0,15,0,0,0,0,3,0,0,10,0,0,3,293,279,3,19,0,0,3,0,0,0,0,7,48,428,0,6,0,0,0,"316011414",0,0,0,0,0,0,3,10,18,0,7,0,0,238,0,16,0,3,0,0,0,0,324,0,0,0,0,0,0,0,3,82
0,0,241,0,95,5,0,6,23,0,0,0,0,88,12,8,0,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,6,0,0,0,0,0,7,0,0,0,419,0,0,3,0,0,0,0,0,0,9,0,43,0,0,85,0,0,0,0,33,0,3,0,47,0,0,0,0,0,0,0,"Penguin - Sulphur Creek",3,0,0,5,0,58,14,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,44,0,0,39,0,0,0,62,0,0,0,285,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,46,0,12,0,0,0,0,0,0,0,0,16,92,0,0,0,3,0,"604011079",0,0,0,0,0,0,0,0,9,0,0,0,0,44,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,9
0,4,702,0,232,6,12,5,53,0,0,0,0,127,8,11,0,99,4,0,0,0,3,0,0,6,4,0,0,0,0,0,0,3,0,0,0,0,26,0,3,0,11,0,0,0,6,4,0,0,676,0,0,5,0,0,0,0,0,0,12,0,106,0,0,218,0,0,0,0,47,4,6,0,202,0,0,0,0,0,0,0,"Mountain Creek",4,0,0,31,0,81,27,4,0,0,0,0,0,0,8,0,0,5,0,0,15,0,0,0,0,3,3,3,0,0,0,0,0,30,0,0,191,0,0,122,0,0,0,120,0,0,0,773,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,131,113,0,10,0,0,0,0,0,0,0,8,16,157,0,3,0,0,0,"316011415",0,0,0,0,0,0,0,3,10,0,3,0,3,72,0,11,0,3,0,0,0,0,151,0,0,0,0,0,0,0,0,24
3,27,1486,0,492,14,8,20,130,0,0,0,0,213,31,5,5,249,6,0,0,0,13,0,0,7,4,0,0,0,0,0,0,3,0,0,8,0,60,0,11,0,25,0,0,0,11,3,0,0,1304,0,0,7,0,0,0,0,6,0,39,0,66,0,0,443,0,0,0,0,91,3,15,0,415,0,3,0,0,0,0,0,"Sippy Downs",0,0,0,19,0,185,16,3,0,0,0,4,0,4,16,0,0,16,0,3,43,0,0,0,0,0,6,3,0,0,0,0,3,114,0,0,372,0,0,252,0,0,3,224,0,0,0,1710,0,9,0,6,0,8,0,11,3,0,0,0,0,0,0,13,0,0,6,284,296,0,16,0,0,0,0,3,0,0,35,45,304,0,6,0,0,0,"316011416",0,0,0,0,0,0,0,19,18,0,12,0,0,182,0,25,0,3,0,0,0,0,311,0,0,0,0,0,0,0,0,15
0,3,504,0,116,0,8,7,83,0,0,0,0,117,23,4,0,106,9,0,0,0,4,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,17,0,0,0,7,3,0,0,722,0,0,3,0,0,0,0,0,0,10,0,36,0,0,107,0,0,0,0,50,4,5,0,116,0,4,0,0,0,0,0,"Nailsworth - Broadview",0,0,0,10,0,126,14,3,0,0,0,0,0,0,4,0,0,10,0,0,10,0,0,0,0,5,6,3,0,0,0,0,3,49,0,0,101,0,0,96,0,0,3,158,0,0,0,597,0,0,0,7,0,3,0,3,0,3,0,0,0,0,0,15,0,0,0,100,120,0,7,0,0,0,0,0,0,0,25,18,151,0,3,0,0,0,"401061020",0,0,0,0,0,0,0,5,12,0,0,0,3,127,0,3,0,15,0,0,0,0,137,0,0,0,0,0,0,0,0,9
3,10,718,0,191,9,6,7,106,0,0,0,0,137,52,12,0,142,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,33,0,0,0,12,0,0,0,851,0,0,5,0,0,0,0,0,0,10,0,74,0,3,174,0,0,0,0,64,3,6,0,185,3,3,0,0,0,0,0,"Aroona - Currimundi",0,0,0,14,0,206,25,0,0,0,0,3,0,3,10,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,70,0,0,173,0,0,113,0,0,0,149,0,0,0,833,0,0,0,8,0,0,0,4,0,0,0,0,3,0,0,9,0,0,3,127,151,0,9,0,0,0,0,0,0,0,6,25,151,0,3,0,4,0,"316021417",0,0,0,0,3,0,0,0,7,0,3,0,3,171,0,3,0,3,0,0,0,0,177,0,0,0,0,0,0,0,0,20
0,5,753,0,221,3,5,6,113,0,0,0,0,71,15,4,3,139,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,9,0,0,0,4,0,0,0,405,0,0,3,0,0,0,0,0,0,20,0,16,0,0,194,0,0,0,0,38,0,4,0,187,0,0,0,0,0,0,0,"Mundingburra",0,0,0,0,0,68,3,0,0,0,0,0,0,0,5,0,3,13,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,164,0,0,110,0,0,8,92,0,0,0,845,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,130,150,0,12,0,0,0,0,4,0,0,8,23,88,0,3,0,0,0,"318021485",0,0,0,0,0,0,0,11,0,0,5,0,4,130,4,9,0,0,0,0,0,0,71,0,0,0,0,0,0,0,3,3
0,4,1247,0,295,12,15,10,283,0,0,0,0,167,62,12,3,278,10,0,0,0,5,0,0,11,0,0,3,0,0,0,0,3,0,0,0,0,52,0,11,0,51,0,0,0,9,0,0,0,1201,0,0,8,0,0,0,0,0,0,25,0,86,0,3,270,0,0,0,0,123,0,12,0,267,0,3,0,0,0,0,0,"Buddina - Minyama",0,0,0,14,0,285,26,3,0,0,0,3,0,0,22,0,4,11,0,0,24,3,0,0,0,8,5,0,0,0,0,0,0,103,0,0,235,0,0,150,0,0,0,250,0,0,0,1448,0,3,0,6,0,3,0,7,3,0,0,0,0,0,0,18,0,0,3,165,303,0,13,0,0,0,0,0,0,0,36,47,230,0,3,0,3,0,"316021418",0,0,0,0,0,0,3,6,17,0,11,0,3,380,0,12,0,16,0,0,0,0,207,0,0,0,0,0,0,0,0,21
0,0,183,0,71,4,0,0,15,0,0,0,0,68,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,6,0,0,0,408,0,0,0,0,0,0,0,0,0,3,0,3,0,0,68,0,0,0,0,18,0,0,0,47,0,0,0,0,0,0,0,"Romaine - Havenview",0,0,0,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,47,0,0,42,0,0,0,87,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,0,4,0,0,3,0,0,0,0,3,0,106,0,0,0,0,0,"604011080",0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,3
4,16,2773,0,836,20,23,26,393,0,0,0,0,403,116,18,0,442,17,0,0,0,5,0,0,8,3,0,3,0,0,0,0,0,0,0,0,0,115,0,28,0,98,0,3,0,33,4,0,0,2446,0,0,14,0,0,0,0,4,0,54,0,80,0,3,752,0,0,0,0,245,3,25,0,701,3,3,0,0,0,0,0,"Caloundra - Kings Beach",3,0,0,15,0,509,34,6,0,0,0,0,0,0,28,0,3,13,0,3,74,0,0,0,0,5,5,3,0,3,0,0,7,220,0,0,661,0,0,462,0,0,3,426,0,0,0,3197,0,5,0,3,0,9,0,12,9,0,0,0,3,0,0,29,0,0,6,521,497,5,38,0,0,0,0,4,0,0,53,108,514,0,19,0,5,0,"316021419",0,0,0,0,0,0,6,22,29,3,12,3,5,559,3,30,0,29,0,0,0,0,462,0,0,0,0,0,0,0,7,12
0,9,1428,0,453,28,17,21,166,0,0,0,0,418,37,17,3,231,3,0,0,0,0,3,0,8,4,0,0,0,0,0,0,4,0,0,0,0,108,0,16,0,40,0,0,0,18,9,0,0,2627,0,0,15,0,0,0,0,0,0,28,0,129,0,5,414,0,0,0,0,139,3,10,0,422,4,3,0,4,0,0,0,"Caloundra - West",5,0,0,31,0,374,26,6,0,0,0,3,0,3,19,0,5,11,0,0,38,4,0,0,0,0,0,0,0,0,3,0,0,104,0,0,392,0,0,186,0,0,0,516,0,0,0,1615,0,0,0,12,0,4,0,13,0,0,0,3,3,0,0,22,0,0,4,215,266,0,27,0,0,9,0,0,0,0,9,52,604,0,10,0,4,0,"316021420",0,0,0,0,0,0,5,15,29,5,5,0,6,220,0,16,0,3,0,0,0,0,591,0,0,0,0,0,0,0,0,34
