f_m1_other_55_64, f_m1_bicycle_tot, f_m1_carasdriv_tot, m_m2_bustot_25_34, f_m1_tot_m1_45_54, m_mt_ns_tot, m_m2_other_m2_tot, f_m1_caraspas_25_34, f_m1_carasdriv_15_24, f_m1_bus_65_74, m_m3_trn_and_2_oth_ms_55_64, m_m3_bus2othms_ex_tn_75ov, m_m3_tot_m3_35_44, m_tot_55_64, f_m1_caraspas_15_24, m_wkd_at_home_65_74, f_m1_bicycle_35_44, f_m1_carasdriv_25_34, f_m1_wlkonly_25_34, f_m1_tram_inc_lr_75ov, f_m1_taxi_75ov, f_m2_trnbus_45_54, f_m1_bus_25_34, m_m3_other_m3_tot, f_m1_mbikescoot_55_64, m_did_not_go_to_work_65_74, m_m2_tot_m2_25_34, m_m3_bus2othms_ex_tn_tot, f_m1_carasdriv_75ov, m_m2_other_m2_75ov, f_m1_tram_inc_lr_tot, f_m2_trnbus_65_74, m_m2_bustot_45_54, m_wkd_at_home_75ov, f_m1_train_65_74, f_m2_trnbus_55_64, f_m1_bicycle_25_34, m_m3_trn_and_2_oth_ms_45_54, m_tot_65_74, m_m2_bustot_75ov, f_m1_wlkonly_45_54, f_m1_mbikescoot_75ov, m_did_not_go_to_work_15_24, f_m1_ferry_15_24, f_m1_other_65_74, f_m1_mbikescoot_25_34, m_did_not_go_to_work_35_44, m_m2_other_m2_35_44, f_m2_trnbus_35_44, m_m3_other_m3_65_74, m_tot_tot, f_m1_other_15_24, f_m1_mbikescoot_65_74, m_tot_75ov, m_m3_tot_m3_25_34, f_m1_tram_inc_lr_35_44, m_m2_tot_m2_75ov, m_m3_other_m3_75ov, f_m1_bicycle_15_24, m_m3_bus2othms_ex_tn_45_54, f_m1_carasdriv_65_74, m_m3_trn_and_2_oth_ms_75ov, m_wkd_at_home_tot, f_m1_other_75ov, m_m2_tot_m2_45_54, f_m1_carasdriv_45_54, f_m1_ferry_75ov, m_m3_other_m3_25_34, f_m1_truck_35_44, m_m3_bus2othms_ex_tn_15_24, m_did_not_go_to_work_tot, m_m2_other_m2_25_34, f_m1_wlkonly_15_24, f_m1_mbikescoot_35_44, f_m1_tot_m1_35_44, m_m3_tot_m3_tot, m_m2_bustot_tot, f_m1_tram_inc_lr_65_74, f_m1_other_25_34, m_m3_other_m3_45_54, f_m1_taxi_15_24, f_m1_truck_15_24, sa2_name16, m_mt_ns_25_34, m_m3_bus2othms_ex_tn_55_64, f_m1_bicycle_75ov, m_wkd_at_home_35_44, f_m1_truck_tot, m_tot_15_24, m_wkd_at_home_55_64, m_m2_tot_m2_35_44, m_m3_tot_m3_15_24, f_m1_truck_25_34, m_m3_other_m3_55_64, f_m1_other_45_54, f_m1_ferry_tot, m_wkd_at_home_15_24, m_did_not_go_to_work_25_34, m_m3_bus2othms_ex_tn_65_74, m_mt_ns_35_44, f_m1_caraspas_35_44, f_m1_taxi_55_64, m_m2_tot_m2_55_64, f_m1_tot_m1_65_74, f_m1_other_35_44, f_m1_bicycle_65_74, f_m1_ferry_65_74, f_m1_wlkonly_75ov, m_m2_other_m2_15_24, m_m2_tot_m2_15_24, f_m1_bus_45_54, f_m1_tram_inc_lr_55_64, m_did_not_go_to_work_75ov, m_mt_ns_75ov, f_m1_taxi_25_34, f_m1_bicycle_55_64, f_m1_caraspas_tot, f_m1_ferry_45_54, f_m1_train_45_54, f_m1_carasdriv_35_44, f_m1_train_75ov, f_m2_trnbus_15_24, f_m1_carasdriv_55_64, m_m2_bustot_35_44, f_m1_tram_inc_lr_25_34, f_m1_taxi_tot, m_tot_25_34, m_m3_tot_m3_75ov, f_m1_taxi_35_44, m_m3_other_m3_35_44, f_m1_tot_m1_tot, f_m1_truck_65_74, f_m1_bicycle_45_54, f_m1_tram_inc_lr_15_24, m_wkd_at_home_25_34, f_m1_train_25_34, f_m1_bus_35_44, f_m1_train_15_24, f_m1_other_tot, f_m1_bus_55_64, f_m2_trnbus_tot, m_m3_tot_m3_65_74, f_m1_caraspas_75ov, m_mt_ns_55_64, f_m1_truck_45_54, f_m2_trnbus_75ov, m_m2_tot_m2_tot, f_m1_taxi_65_74, f_m1_ferry_35_44, f_m1_caraspas_65_74, f_m1_tot_m1_55_64, f_m1_tot_m1_25_34, f_m1_mbikescoot_45_54, m_did_not_go_to_work_55_64, m_m2_bustot_55_64, m_m3_trn_and_2_oth_ms_15_24, m_mt_ns_45_54, f_m1_train_tot, m_m2_other_m2_55_64, f_m1_tram_inc_lr_45_54, m_m3_tot_m3_45_54, f_m1_bus_tot, f_m1_wlkonly_tot, m_tot_45_54, f_m1_bus_75ov, f_m1_wlkonly_55_64, f_m1_train_35_44, f_m1_wlkonly_65_74, m_m2_bustot_15_24, sa2_main16, m_m3_bus2othms_ex_tn_35_44, f_m1_truck_55_64, m_m2_other_m2_65_74, m_m3_trn_and_2_oth_ms_25_34, m_m3_trn_and_2_oth_ms_tot, m_m3_other_m3_15_24, f_m1_tot_m1_75ov, f_m1_caraspas_55_64, m_did_not_go_to_work_45_54, m_m2_other_m2_45_54, f_m1_wlkonly_35_44, m_m2_tot_m2_65_74, m_mt_ns_15_24, f_m1_tot_m1_15_24, f_m1_taxi_45_54, f_m1_caraspas_45_54, f_m2_trnbus_25_34, f_m1_bus_15_24, m_m3_trn_and_2_oth_ms_35_44, m_mt_ns_65_74, f_m1_train_55_64, m_m3_tot_m3_55_64, m_tot_35_44, m_m3_bus2othms_ex_tn_25_34, m_m2_bustot_65_74, f_m1_ferry_55_64, m_m3_trn_and_2_oth_ms_65_74, f_m1_ferry_25_34, f_m1_truck_75ov, f_m1_mbikescoot_15_24, f_m1_mbikescoot_tot, m_wkd_at_home_45_54
0,3,1319,0,443,22,5,27,141,0,0,0,0,371,33,36,0,189,14,0,0,0,0,0,0,15,6,0,5,0,0,0,0,13,0,0,0,0,151,0,22,0,56,0,0,0,37,0,0,0,1990,0,0,26,0,0,0,0,0,0,51,0,163,0,5,406,0,0,0,0,208,3,14,0,282,0,0,0,3,0,0,0,"Kyneton",4,0,0,24,0,311,44,0,0,0,0,3,0,3,27,0,4,11,0,3,66,5,0,0,0,0,3,0,0,0,0,0,0,98,0,3,256,0,0,270,0,0,0,366,0,0,0,1523,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,19,0,0,5,303,228,0,38,0,0,3,10,0,0,0,0,72,398,0,13,3,4,0,"202021030",0,0,0,0,0,0,5,10,33,3,12,0,4,194,0,10,0,0,0,4,0,0,374,0,0,0,0,0,0,0,0,37
0,25,1724,0,568,35,19,35,200,0,0,0,0,618,54,14,3,242,17,0,0,0,0,0,0,19,9,0,12,0,0,0,0,11,0,0,7,0,124,0,18,0,61,0,0,0,21,0,0,0,2797,0,0,25,0,0,0,0,4,0,54,0,136,0,8,515,0,0,0,0,247,8,18,0,383,3,5,0,3,0,0,0,"Castlemaine",3,0,0,20,0,407,44,3,0,0,0,0,0,4,39,0,3,11,0,10,60,3,0,0,0,3,7,0,0,0,0,0,0,142,0,0,348,0,0,355,0,0,3,508,0,0,0,2024,0,7,0,8,3,0,5,9,0,3,0,3,9,0,0,40,0,0,4,407,306,0,59,0,0,3,25,4,0,0,5,92,608,0,23,8,5,0,"202021027",0,0,0,0,3,0,11,24,40,4,15,0,12,287,0,18,0,7,0,0,3,0,499,0,0,0,0,0,0,0,0,27
0,4,323,0,114,14,7,0,32,0,0,0,0,226,15,46,0,40,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,21,0,0,0,0,92,0,14,0,12,0,0,0,9,0,0,0,822,0,0,40,0,0,0,0,0,0,13,0,180,0,5,100,0,0,0,0,70,0,4,0,79,0,0,0,0,0,0,0,"Castlemaine Region",0,0,0,22,0,84,64,0,0,0,0,3,0,0,10,0,0,0,0,3,21,0,0,0,0,3,5,0,0,6,0,0,0,23,0,0,69,0,0,72,0,0,0,73,0,0,0,394,0,0,0,5,0,0,0,6,0,0,0,0,4,0,0,12,0,0,0,86,47,0,21,0,0,8,0,3,0,0,3,48,185,0,15,0,7,0,"202021028",0,0,0,0,0,0,3,0,12,0,6,3,0,49,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,22
0,0,278,4,84,9,3,0,27,0,0,0,0,121,3,11,0,45,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,9,0,0,0,0,34,0,3,0,9,0,0,0,10,0,0,0,623,0,0,23,0,0,0,0,0,0,12,0,59,0,0,83,0,0,0,0,58,3,4,0,56,0,5,0,0,0,0,0,"Heathcote",0,0,0,4,0,64,12,0,0,0,0,0,0,0,9,0,0,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,52,0,0,64,0,0,0,119,0,0,0,327,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,76,49,0,14,0,0,0,0,0,0,0,0,23,155,0,5,0,4,0,"202021029",0,0,0,0,0,0,0,0,10,0,3,0,3,38,0,3,0,0,0,3,0,0,109,0,0,0,0,0,0,0,0,16
0,6,2151,0,621,29,13,14,319,0,0,0,0,352,125,8,3,429,14,0,0,0,4,0,0,12,3,0,0,0,0,0,0,3,0,0,0,0,95,0,14,0,84,0,0,0,27,4,0,0,2232,0,0,14,0,0,0,0,0,0,52,0,78,0,3,566,0,0,0,0,240,4,11,0,474,0,0,0,4,0,0,0,"Belmont",3,0,0,12,0,515,22,5,0,0,0,3,0,3,40,0,8,10,0,3,56,3,0,0,0,4,4,6,0,3,3,0,0,197,0,0,437,0,0,344,0,0,9,512,0,0,0,2496,0,3,0,12,3,6,0,7,5,0,0,0,3,0,0,25,0,0,0,387,477,0,39,0,0,0,6,3,0,0,43,68,360,0,12,3,0,0,"203021037",0,0,0,0,0,0,0,21,23,3,11,0,8,480,3,19,0,23,0,0,0,0,385,0,0,0,0,0,0,0,0,16
3,91,11951,7,3493,149,84,210,1283,9,0,0,12,2179,305,17,19,2615,189,0,0,3,81,8,0,53,60,7,19,0,6,0,7,5,4,0,32,0,512,0,104,0,267,4,0,4,153,14,3,0,13511,4,0,66,6,0,0,0,13,0,233,0,151,0,36,3092,0,0,0,0,994,23,91,0,3152,40,35,0,3,3,0,0,"Geelong",35,0,0,30,0,1895,45,45,14,0,0,3,3,4,182,0,28,128,3,23,292,7,0,0,0,23,49,79,0,9,6,8,11,968,0,24,2818,0,0,1893,9,0,22,2981,0,10,4,14201,0,14,3,21,77,41,14,18,63,12,0,4,19,0,0,221,3,0,16,2207,3206,4,163,4,6,21,155,14,0,3,390,585,2756,0,96,31,20,10,"203021039",0,0,0,3,23,0,22,128,155,13,94,7,36,1836,4,174,5,124,9,5,14,4,3113,0,3,0,0,0,0,0,14,36
0,9,2135,0,546,17,12,21,282,0,0,0,0,306,94,4,5,458,18,0,0,0,7,0,0,4,6,0,3,0,0,0,0,0,0,0,3,0,88,0,15,0,81,0,0,0,20,6,0,0,2137,0,0,12,0,0,0,0,0,0,52,0,101,0,3,499,0,0,0,0,170,3,36,0,497,0,4,0,3,0,0,0,"Geelong West - Hamlyn Heights",6,0,0,27,0,384,20,7,0,0,0,3,0,5,33,0,0,9,0,3,64,4,0,0,0,0,6,8,0,0,0,0,3,157,0,0,457,0,0,379,0,0,3,506,0,0,0,2464,0,0,0,22,3,3,0,9,0,4,0,0,4,0,0,31,0,0,3,415,514,0,18,0,0,3,9,0,0,0,35,111,394,0,14,3,3,3,"203021040",0,0,0,0,0,0,6,15,17,0,15,0,0,424,3,17,0,13,0,3,0,0,447,0,0,0,0,0,0,0,0,28
3,14,1762,0,519,25,14,16,160,0,0,0,3,356,47,38,5,349,8,0,0,0,14,0,0,11,6,3,0,0,0,0,0,9,0,0,5,0,108,0,9,0,47,0,0,0,19,3,0,0,2207,0,0,23,3,0,0,0,0,0,36,0,209,0,8,478,0,0,0,0,144,3,28,3,498,9,7,0,0,0,0,0,"Highton",3,0,0,37,0,314,54,7,0,0,0,4,0,13,21,0,5,27,0,8,42,3,0,0,0,3,4,7,0,4,0,0,0,126,0,0,446,0,0,296,0,0,3,474,0,0,0,2009,0,3,0,16,3,7,0,8,8,3,0,0,3,0,0,35,0,0,0,328,391,0,29,0,0,4,3,0,0,0,42,57,451,0,7,0,0,0,"203021042",0,0,0,3,5,0,0,13,15,3,11,3,5,238,0,13,0,8,0,0,0,0,486,0,0,0,0,0,0,0,4,48
3,10,1019,0,306,13,7,11,124,0,0,0,0,212,23,13,0,223,46,0,0,3,9,0,0,3,12,0,3,0,4,0,0,0,0,0,3,0,57,0,15,0,49,0,3,0,14,0,0,0,1538,0,0,8,0,0,0,0,3,0,27,0,129,0,3,259,0,0,0,0,104,5,42,0,266,3,0,0,3,0,0,0,"Carnegie",5,0,0,23,0,304,36,7,0,0,0,0,0,4,13,0,3,11,3,5,36,3,0,0,0,3,14,3,0,0,0,0,0,73,0,13,219,0,9,161,0,0,3,389,0,0,0,1382,0,4,3,21,41,0,37,12,0,23,0,0,0,0,0,48,0,0,0,203,327,0,12,0,0,0,108,3,0,0,24,132,255,0,11,13,0,0,"208021176",0,0,0,0,3,0,6,8,9,0,14,4,3,243,0,14,10,7,0,3,7,0,317,0,0,0,0,0,0,0,0,28
3,3,1634,3,467,36,24,12,232,0,0,0,0,518,78,10,0,344,10,0,0,0,3,0,0,13,11,0,0,0,0,0,3,3,0,0,0,0,109,0,10,0,60,0,0,0,55,9,0,0,3283,0,0,16,0,0,0,0,0,0,26,0,125,0,10,435,0,0,0,0,244,3,3,0,400,8,10,0,8,0,0,0,"Lara",11,0,0,33,0,463,34,13,0,0,0,0,0,10,36,0,5,12,0,4,28,3,0,0,0,6,8,0,0,3,0,0,0,133,0,3,377,0,0,220,3,0,0,657,0,0,0,1844,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,43,0,0,3,237,378,0,34,4,0,8,8,3,0,0,9,38,780,0,4,0,0,0,"203021043",0,0,0,0,3,0,0,8,48,9,9,0,6,322,0,17,0,4,0,3,0,0,749,0,0,0,0,0,0,0,0,26
3,9,1364,0,388,21,8,15,192,0,0,0,0,436,67,12,4,253,0,0,0,0,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,112,0,7,0,59,0,0,0,20,0,0,0,2579,0,0,15,0,0,0,0,0,0,41,0,52,0,0,355,0,0,0,0,188,3,12,0,309,4,4,0,0,0,0,0,"Newcomb - Moolap",6,0,0,7,0,429,18,0,0,0,0,3,0,0,26,0,6,9,0,3,43,0,0,0,0,4,6,0,0,4,0,3,0,119,0,0,285,0,0,243,0,0,3,544,0,0,0,1573,0,0,0,4,5,3,0,3,0,0,0,0,4,0,0,13,0,0,3,259,275,0,42,0,0,3,10,3,0,0,25,38,557,0,5,4,3,4,"203021045",0,0,0,0,0,0,0,8,33,0,4,0,4,288,0,18,0,21,0,0,0,0,475,0,0,0,0,0,0,0,0,11
5,19,815,0,294,25,18,13,82,0,0,0,0,374,39,36,0,109,107,0,0,0,13,0,0,17,5,0,0,0,0,0,0,13,0,0,4,0,143,0,39,0,40,0,3,3,29,4,0,0,1985,39,0,33,0,0,0,0,3,0,24,0,196,0,9,217,0,0,0,0,190,0,136,0,265,0,11,0,22,0,0,0,"Bright - Mount Beauty",3,0,0,26,0,418,57,5,0,0,0,14,0,3,28,0,3,14,0,0,42,8,0,0,0,0,6,3,0,3,0,0,0,97,0,0,182,0,0,197,0,0,0,322,0,0,0,1443,0,9,0,16,0,4,0,86,3,0,0,3,6,0,0,27,0,0,4,247,263,0,33,0,0,5,0,0,0,0,49,371,359,0,24,0,12,8,"204031069",0,0,0,0,0,0,4,10,35,9,47,0,7,322,0,15,0,30,0,5,0,0,334,0,0,0,0,0,0,0,3,40
0,0,116,0,38,6,3,0,12,0,0,0,0,71,9,12,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,32,0,6,0,8,0,0,0,4,0,0,0,284,0,0,16,0,0,0,0,0,0,4,0,42,0,0,30,0,0,0,0,42,0,3,0,34,0,0,0,0,0,0,0,"Chiltern - Indigo Valley",0,0,0,3,0,32,12,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,26,0,0,23,0,0,0,41,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,21,0,7,0,0,0,0,0,0,0,0,15,58,0,3,0,3,0,"204031070",0,0,0,0,0,0,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,8
0,7,541,0,189,24,11,7,39,0,0,0,0,231,31,18,0,56,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,3,0,75,0,15,0,22,0,0,0,14,4,0,0,1000,0,0,13,0,0,0,0,0,0,22,0,63,0,0,178,0,0,0,0,97,3,4,0,126,0,0,0,0,0,0,0,"Myrtleford",0,0,0,3,0,116,20,4,0,0,0,0,0,0,10,0,4,5,0,3,23,0,0,0,0,0,0,0,0,0,4,0,3,55,0,0,108,0,0,136,0,0,0,132,0,0,0,648,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,15,0,0,0,168,70,0,26,0,0,3,0,0,0,0,0,45,277,0,13,0,0,0,"204031071",0,0,0,0,0,0,0,11,17,0,5,0,3,71,0,3,0,0,0,4,0,0,160,0,0,0,0,0,0,0,0,15
7,3,2197,0,553,21,21,19,433,0,0,0,0,349,162,8,0,375,8,0,0,0,7,0,0,8,10,4,3,0,0,0,0,3,0,0,0,0,98,0,13,0,132,0,0,0,32,0,0,0,2635,0,0,21,0,0,0,0,0,0,51,0,105,0,3,523,0,0,0,4,256,11,23,0,450,4,3,0,0,0,0,0,"Grovedale",4,0,0,24,0,684,30,3,3,0,0,0,3,4,28,0,3,11,4,4,58,0,0,0,0,3,6,0,0,3,0,3,0,214,0,0,432,0,0,375,0,0,7,561,0,0,0,2511,0,3,0,17,3,4,0,9,3,0,0,0,0,0,0,30,0,0,0,401,415,0,31,0,0,7,6,0,0,0,22,55,462,0,5,0,4,0,"203021041",0,0,0,0,4,0,3,8,24,0,3,0,0,628,0,16,0,9,0,0,0,0,468,0,0,0,0,0,0,0,0,20
0,4,498,0,130,4,5,3,72,0,0,0,0,90,27,6,0,100,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,27,0,0,0,10,3,0,0,563,0,0,6,0,0,0,0,0,0,10,0,51,0,0,115,0,0,0,0,55,3,3,0,106,0,0,0,0,0,0,0,"Leopold",0,0,0,7,0,124,15,3,0,0,0,0,0,3,11,0,0,3,0,0,8,0,0,0,0,3,3,0,0,3,0,0,0,35,0,0,101,0,0,92,0,0,0,131,0,0,0,564,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,98,110,0,4,0,0,0,0,0,0,0,9,22,89,0,4,0,0,0,"203021044",0,0,0,0,0,0,0,3,4,0,4,0,0,112,0,6,0,6,0,0,0,0,99,0,0,0,0,0,0,0,0,19
0,8,1684,0,471,18,14,9,194,0,0,0,0,325,36,25,3,325,10,0,0,0,10,0,0,14,8,0,3,0,0,0,0,4,0,0,0,0,100,0,10,0,35,0,0,0,22,3,0,0,1947,0,0,24,0,0,0,0,0,0,44,0,100,0,3,436,0,0,0,0,120,6,15,0,434,3,0,0,0,0,0,0,"Newtown (Vic.)",3,0,0,18,0,310,25,3,0,0,0,4,0,5,17,0,3,14,0,3,44,3,0,0,0,3,4,3,0,5,0,0,0,91,0,0,397,0,0,294,0,0,3,405,0,0,0,1888,0,5,0,9,4,3,0,8,3,0,0,0,0,0,0,20,0,0,6,324,365,0,24,0,0,6,5,3,0,0,21,70,381,0,12,0,0,0,"203021046",0,0,0,0,4,0,3,14,12,3,18,0,0,252,0,14,0,4,0,0,0,0,412,0,0,0,0,0,0,0,0,14
3,12,3399,0,905,45,36,65,308,0,0,0,0,1073,66,16,5,906,3,0,0,3,9,0,0,17,17,0,7,0,0,0,0,0,0,0,3,0,215,0,14,0,53,0,0,0,60,9,3,0,6057,0,0,19,4,0,0,0,3,0,67,0,77,0,18,825,0,0,0,0,306,9,6,0,804,7,8,0,0,0,0,3,"North Geelong - Bell Park",7,0,0,18,3,639,10,19,0,0,0,4,0,0,59,0,5,25,4,10,74,0,0,0,0,6,17,16,0,3,3,5,3,226,0,0,752,0,0,531,0,0,18,1330,0,0,0,3782,0,0,0,18,6,4,0,8,6,12,0,0,12,0,0,82,0,0,0,596,1001,0,53,0,0,4,15,4,0,0,48,58,1388,0,14,3,0,8,"203021047",0,0,0,0,4,0,7,29,55,9,11,0,13,394,3,43,5,14,0,3,0,0,1383,0,0,0,0,0,0,0,0,15
0,8,518,0,159,12,7,5,66,0,0,0,0,214,11,16,3,90,10,0,0,0,0,0,0,13,3,0,0,0,0,0,0,3,0,0,0,0,67,0,14,0,47,0,0,0,14,0,0,0,983,0,0,9,0,0,0,0,3,0,18,0,68,0,5,136,0,0,0,0,130,3,15,0,100,0,0,0,3,0,0,0,"Lorne - Anglesea",3,0,0,10,0,171,12,0,0,0,0,4,0,3,18,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,77,0,0,132,0,0,0,181,0,0,0,639,0,0,0,4,0,0,0,8,0,0,0,0,5,0,0,15,0,0,6,152,105,0,31,0,0,3,0,0,0,0,0,65,179,0,18,0,4,0,"203031049",0,0,0,0,0,0,0,0,11,3,15,0,3,93,0,9,0,4,0,0,0,0,167,0,0,0,0,0,0,0,0,19
0,18,1583,0,426,18,17,19,262,0,4,0,0,377,73,37,3,293,4,0,0,0,0,0,0,14,3,0,0,0,0,0,0,13,0,0,4,0,131,0,27,0,84,0,3,0,24,3,0,0,2240,0,0,24,0,0,0,0,0,0,40,0,250,0,0,386,0,0,0,0,213,3,35,0,357,3,4,0,5,0,0,0,"Ocean Grove - Barwon Heads",4,0,0,50,0,471,63,4,0,0,0,3,0,3,28,0,3,10,0,0,56,3,0,0,0,3,7,0,0,0,0,0,0,123,0,0,328,0,0,273,0,0,0,373,0,0,0,1837,0,0,0,14,0,0,0,14,3,0,0,0,0,0,0,19,0,0,8,301,323,0,27,0,0,7,4,0,0,0,14,87,414,0,9,0,0,4,"203031050",0,0,0,0,3,0,0,9,28,0,11,0,4,376,0,10,0,4,0,0,0,4,451,0,0,0,0,0,0,0,0,62
0,0,295,0,92,9,4,0,43,0,0,0,0,125,21,13,0,52,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,52,0,8,0,14,0,0,0,6,0,0,0,530,0,0,6,0,0,0,0,0,0,8,0,73,0,3,82,0,0,0,0,61,0,8,0,58,0,0,0,0,0,0,0,"Portarlington",0,0,0,10,0,98,18,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,57,0,0,59,0,0,0,72,0,0,0,358,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,72,56,0,20,0,0,3,0,0,0,0,0,28,100,0,7,0,3,0,"203031051",0,0,0,0,0,0,0,0,10,3,3,0,0,71,0,4,0,3,0,0,0,0,86,0,0,0,0,0,0,0,0,17
0,56,2720,4,804,39,27,43,222,3,0,0,0,504,63,14,11,563,42,0,0,3,21,0,0,6,35,0,6,0,58,0,4,0,3,0,18,0,135,0,40,0,61,0,0,0,31,5,8,0,3353,0,0,29,6,4,0,0,6,0,85,0,198,0,14,692,0,0,0,0,212,8,37,3,770,20,23,3,3,0,0,0,"Coburg",9,0,0,53,0,448,31,13,7,0,0,4,4,3,49,0,10,25,0,3,105,3,0,0,0,4,19,6,8,6,0,3,4,179,0,11,670,0,3,486,3,23,3,861,0,0,0,3389,0,14,13,40,51,10,25,16,6,25,0,0,6,0,0,94,0,0,4,548,761,0,30,3,3,5,118,0,4,0,66,163,669,0,18,25,7,7,"206011108",0,0,3,6,14,0,6,19,23,4,24,3,9,381,0,25,10,8,0,0,7,0,716,0,0,0,0,0,0,0,5,50
0,8,554,0,181,10,8,0,64,0,3,0,0,156,11,18,3,55,3,0,0,0,0,0,0,16,0,0,3,0,0,0,0,4,0,0,0,0,79,0,9,0,15,0,0,0,9,0,0,0,671,0,0,18,0,0,0,0,0,0,25,0,69,0,3,170,0,0,0,0,75,0,8,0,113,6,0,0,0,0,0,0,"Point Lonsdale - Queenscliff",0,0,0,10,0,87,22,0,0,0,0,0,0,0,4,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,99,0,0,140,0,0,0,75,0,0,0,635,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,154,66,0,18,0,0,0,0,0,0,0,0,31,138,0,9,0,0,0,"203031052",0,0,0,0,3,0,4,3,12,3,0,0,5,85,0,4,0,0,0,0,0,6,124,0,0,0,0,0,0,0,0,13
4,15,1680,0,431,20,19,17,276,0,0,0,3,348,85,36,0,388,10,0,0,0,3,0,0,19,4,0,0,0,0,0,0,11,0,0,0,0,130,0,29,0,89,0,0,0,31,7,0,0,2549,0,0,14,0,0,0,0,4,0,36,0,257,0,3,385,0,0,0,0,235,0,23,0,425,0,3,0,4,0,0,0,"Torquay",6,0,0,59,0,454,59,9,0,0,0,0,0,3,37,0,0,16,0,3,39,4,0,0,0,6,5,0,0,3,0,0,0,139,0,3,386,0,0,217,3,0,3,554,0,0,0,1961,0,4,0,22,0,3,0,14,0,0,0,0,0,0,0,22,0,0,0,248,418,0,31,0,0,0,3,0,0,0,22,88,482,0,13,0,4,0,"203031053",0,0,0,0,0,0,0,9,27,4,12,0,3,396,0,7,0,12,3,0,0,0,558,0,0,0,0,0,0,0,0,74
3,0,697,0,234,17,4,7,56,0,0,0,0,270,19,34,0,106,19,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17,0,0,0,0,128,0,20,0,22,0,0,0,27,3,0,0,1254,0,0,43,0,0,0,0,0,0,26,0,121,0,0,199,0,0,0,0,127,0,13,0,168,0,0,0,0,0,0,0,"Alexandra",0,0,0,10,0,162,27,3,0,0,0,0,0,3,14,0,0,3,0,0,44,0,0,0,0,0,4,3,0,0,3,0,0,47,0,0,142,0,0,164,0,0,0,185,0,0,0,872,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,12,0,0,0,193,134,0,28,0,0,0,0,0,0,0,10,103,253,0,11,0,13,0,"204011054",0,0,0,0,0,0,4,10,17,0,20,0,0,95,0,10,0,3,0,0,0,0,216,0,0,0,0,0,0,0,3,31
3,9,573,0,176,16,8,3,46,0,0,0,0,260,25,58,0,93,12,0,0,0,0,0,0,17,3,0,0,0,3,0,0,23,0,0,0,0,150,0,16,0,16,0,0,0,13,3,0,0,1081,0,0,49,0,0,0,0,0,0,30,0,181,0,0,145,0,0,0,0,86,3,11,0,134,0,0,0,0,0,0,0,"Euroa",0,0,0,14,0,107,63,3,0,0,0,0,0,3,8,0,0,3,0,0,43,3,0,0,3,0,0,0,0,3,3,0,7,44,0,0,119,0,0,131,0,0,0,150,0,0,0,713,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,165,104,0,17,0,0,4,0,0,0,0,0,83,213,0,22,0,7,0,"204011055",0,0,3,0,0,0,4,9,15,0,13,3,0,86,0,10,0,3,0,4,0,0,149,0,0,0,0,0,0,0,0,18
